"JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
NA,NA,58,4,2015,1,3,1,19,42000,1007588,8303
NA,NA,18,1,5860,1,5,1,16,9000,1007588,8303
1,91,40,1,910,2,5,1,21,102920,1007588,11103
NA,NA,17,NA,NA,2,5,1,13,0,1007588,11103
NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,8,NA,NA,1,5,1,4,NA,1007588,11103
1,97,41,8,4700,1,1,1,19,10000,1007588,11103
NA,NA,18,NA,NA,1,5,1,18,0,1007588,8303
1,89,56,1,20,1,1,1,21,150000,1007588,11106
NA,NA,58,NA,NA,2,1,1,23,20000,1007588,11106
NA,NA,16,NA,NA,1,5,1,13,0,1007588,11106
NA,NA,65,2,4950,1,2,1,21,19520,1007588,11104
1,145,73,6,4920,1,1,1,17,53800,1007588,8303
NA,NA,73,NA,NA,2,1,1,15,50900,1007588,8303
1,72,35,1,4610,2,5,1,1,65000,1007588,8303
NA,NA,94,NA,NA,2,2,1,16,25500,1007588,8303
1,95,49,1,350,1,1,1,23,855000,1007588,8303
NA,NA,49,NA,NA,2,1,1,23,0,1007588,8303
NA,NA,16,NA,NA,2,5,1,13,0,1007588,8303
NA,NA,15,NA,NA,2,5,1,11,0,1007588,8303
NA,NA,19,9,9920,2,5,1,19,7900,1007588,8303
1,177,42,1,3600,2,5,1,14,35100,1007588,8303
NA,NA,23,1,4020,1,5,1,15,3400,1007588,8303
1,61,22,1,4110,2,5,1,16,20000,1007588,8303
7,169,21,1,4650,1,5,1,16,17000,1007588,8303
7,169,20,1,4610,1,5,1,19,3000,1007588,8303
NA,NA,36,NA,NA,1,5,1,17,0,1007588,8303
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,8303
NA,NA,3,NA,NA,2,5,1,2,NA,1007588,8303
NA,NA,70,NA,NA,2,5,1,13,4600,1007588,8303
NA,NA,70,NA,NA,2,5,1,9,4600,1007588,8303
NA,NA,27,1,6260,1,5,1,10,6500,1007588,8303
1,63,22,1,6260,1,5,1,16,37000,1007588,8303
1,172,25,1,4050,1,1,1,21,44100,1007588,8303
1,100,24,1,3420,2,1,1,21,36000,1007588,8303
1,94,49,1,430,2,3,1,21,158000,1007588,11106
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11106
1,68,53,3,5940,2,1,1,21,20000,1007588,8303
11,NA,54,1,50,1,1,1,22,120000,1007588,8303
NA,NA,26,1,4150,2,5,1,19,500,1007588,8303
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303
1,203,25,1,9130,1,5,1,19,8500,1007588,8303
NA,NA,85,NA,NA,2,2,1,16,22400,1007588,8303
NA,NA,19,1,9620,1,5,1,19,3400,1007588,8303
1,74,61,1,4710,1,5,1,16,89200,1007588,11104
NA,NA,21,5,9820,1,5,1,19,12000,1007588,11104
1,102,18,1,4030,1,5,1,16,8000,1007588,11104
1,106,54,2,430,1,5,1,21,125000,1007588,8303
NA,NA,20,NA,NA,1,5,1,19,500,1007588,11106
1,96,73,1,410,1,1,1,24,37800,1007588,8303
NA,NA,72,NA,NA,2,1,1,22,11500,1007588,8303
NA,NA,42,NA,NA,2,1,1,19,5000,1007588,11106
1,100,44,1,4700,1,1,1,20,340000,1007588,11106
NA,NA,9,NA,NA,1,5,1,5,NA,1007588,11106
1,63,38,1,6050,1,5,2,9,24000,1007588,11103
1,63,42,1,6050,1,5,2,6,20000,1007588,11103
1,63,42,1,6050,2,5,2,9,12000,1007588,11103
1,63,39,1,6050,1,5,2,9,20000,1007588,11103
1,63,16,1,6050,1,5,2,6,15000,1007588,11103
NA,NA,74,NA,NA,2,2,1,18,28700,1007588,11106
1,80,43,1,5410,2,1,1,19,40000,1007588,11106
NA,NA,47,1,1965,1,1,1,19,0,1007588,11106
NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11106
NA,NA,4,NA,NA,1,5,1,2,NA,1007588,11106
NA,NA,18,9,9920,2,5,1,18,7900,1007588,8303
1,115,68,2,2200,1,3,1,24,132000,1007588,8303
10,80,55,1,6050,1,1,2,9,24000,1007588,11106
1,82,79,3,2330,2,2,1,21,44000,1007588,11103
1,104,31,1,430,2,5,1,21,55000,1007588,8303
1,168,29,1,4650,1,5,1,20,25000,1007588,8303
NA,NA,77,NA,NA,1,3,1,16,20000,1007588,8303
1,67,39,3,230,1,1,1,21,70000,1007588,11103
1,73,35,3,4200,2,1,1,16,60000,1007588,11103
NA,NA,33,1,9140,1,5,1,19,25200,1007588,11104
1,63,25,1,6050,1,5,2,16,7000,1007588,11103
1,69,19,1,6050,1,5,2,16,10000,1007588,11103
1,75,46,1,6050,1,5,2,12,36000,1007588,11103
1,69,36,1,6050,1,5,2,16,8000,1007588,11103
1,69,28,1,6050,1,5,2,16,10000,1007588,11103
1,75,23,1,6050,1,5,2,16,13000,1007588,11103
NA,NA,55,1,1550,1,1,1,19,70000,1007588,11103
1,93,47,3,5000,2,1,1,19,70000,1007588,11103
1,129,20,1,4110,2,5,1,19,25000,1007588,11103
1,199,19,1,4150,1,5,1,19,2400,1007588,11103
1,102,56,2,800,2,5,1,22,67000,1007588,11106
1,75,52,1,4920,2,1,1,1,40000,1007588,11103
1,73,22,4,2340,2,5,1,20,12500,1007588,11103
1,109,19,1,4720,2,5,1,18,300,1007588,11103
1,88,30,3,565,2,5,1,21,40000,1007588,11103
NA,NA,70,NA,NA,2,1,1,9,2400,1007588,11103
NA,NA,70,NA,NA,1,1,1,1,7200,1007588,11103
1,89,21,5,7140,1,5,1,18,28030,1007588,11106
1,71,54,3,740,2,1,1,20,50000,1007588,11103
1,74,54,3,3820,1,1,1,17,100000,1007588,11103
1,112,74,2,2050,2,5,1,22,24000,1007588,11103
NA,NA,67,NA,NA,1,3,1,19,34800,1007588,11104
1,79,30,1,6230,1,5,1,21,13700,1007588,11104
1,76,54,1,8220,1,1,1,1,33000,1007588,11103
NA,NA,50,NA,NA,2,1,1,6,0,1007588,11103
1,54,31,1,9640,2,5,1,16,6000,1007588,11103
1,69,29,1,8740,2,5,1,1,28000,1007588,11103
1,64,20,1,6050,1,5,1,14,20000,1007588,11103
NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
NA,NA,9,NA,NA,1,5,1,8,NA,1007588,11103
NA,NA,8,NA,NA,1,5,1,3,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,5,NA,1007588,11103
NA,NA,73,NA,NA,1,1,1,5,23200,1007588,11103
NA,NA,71,1,9620,2,1,1,6,0,1007588,11103
1,64,34,1,6050,1,1,1,15,30000,1007588,11103
1,69,33,7,10,1,5,1,21,60000,1007588,8303
1,83,57,1,5700,2,1,1,21,75000,1007588,11104
10,152,54,1,530,1,1,1,19,35000,1007588,11104
1,80,33,5,9810,1,1,1,22,90000,1007588,11103
NA,NA,38,1,650,2,1,1,22,20000,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103
NA,NA,48,3,430,2,3,1,22,36000,1007588,8303
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
NA,NA,35,1,7330,1,5,1,14,200,1007588,11104
NA,NA,69,NA,NA,2,3,1,21,60010,1007588,11106
1,102,58,1,360,1,1,1,24,150000,1007588,8303
1,142,67,4,1965,2,1,1,22,66800,1007588,8303
NA,NA,58,1,1760,2,1,1,21,57000,1007588,11106
8,88,61,1,1760,1,1,1,21,126000,1007588,11106
1,93,43,6,4000,1,1,1,21,11000,1007588,8303
NA,NA,46,NA,NA,2,1,1,20,0,1007588,8303
1,99,18,1,4720,2,5,1,14,4000,1007588,8303
NA,NA,13,NA,NA,1,5,1,10,NA,1007588,8303
1,63,61,7,4810,1,1,1,22,194000,1007588,11104
NA,NA,58,NA,NA,2,1,1,21,0,1007588,11104
1,94,25,3,2310,2,5,1,21,47600,1007588,11104
1,92,51,1,7700,1,1,1,1,22000,1007588,11104
1,66,51,1,136,2,1,1,16,17000,1007588,11104
1,78,23,1,5350,1,5,1,16,10000,1007588,11104
1,151,20,2,5860,1,5,1,19,10000,1007588,11104
NA,NA,70,NA,NA,2,2,1,1,0,1007588,11104
NA,NA,21,1,4720,1,5,1,19,1300,1007588,8303
NA,NA,20,1,3540,1,5,1,19,4000,1007588,8303
1,160,61,1,2750,1,1,1,22,37100,1007588,11104
NA,NA,64,3,2440,2,1,1,22,5000,1007588,11104
NA,NA,24,1,1530,2,5,1,21,12000,1007588,8303
NA,NA,32,NA,NA,2,1,1,19,0,1007588,11106
12,82,33,1,4840,1,1,1,21,106000,1007588,11106
NA,NA,6,NA,NA,2,5,1,2,NA,1007588,11106
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11106
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11106
1,75,26,1,530,2,5,1,21,30000,1007588,11104
1,65,32,1,6050,2,3,2,16,15800,1007588,11103
NA,NA,16,NA,NA,2,5,1,12,0,1007588,11103
NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11103
NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103
1,73,31,1,9600,1,5,2,19,60000,1007588,11103
1,78,29,1,8740,1,1,1,20,38000,1007588,11103
1,88,27,1,3320,2,1,1,18,35000,1007588,11103
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11103
NA,NA,32,1,6200,1,5,2,19,0,1007588,8303
NA,NA,66,NA,NA,2,5,1,13,12200,1007588,11106
1,127,45,1,2630,2,1,1,19,79600,1007588,11106
9,114,38,1,120,2,1,1,19,96000,1007588,11106
1,148,20,1,4150,2,5,1,19,6000,1007588,11106
1,88,48,3,430,1,1,1,22,95000,1007588,11103
1,88,48,3,2310,2,1,1,22,125300,1007588,11103
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11103
1,73,49,1,1530,2,1,1,21,35000,1007588,11103
1,67,48,1,8220,1,1,1,21,23000,1007588,11103
1,94,20,1,4720,2,5,1,18,3500,1007588,11103
NA,NA,18,NA,NA,2,5,1,18,0,1007588,11103
NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11103
NA,NA,78,NA,NA,1,2,1,21,321000,1007588,8303
NA,NA,59,5,630,2,3,1,21,50000,1007588,11103
1,109,36,1,4110,1,5,1,19,28000,1007588,11103
NA,NA,21,NA,NA,2,5,1,19,0,1007588,11103
NA,NA,39,9,9920,1,5,1,16,0,1007588,11103
11,NA,64,6,710,1,4,1,22,554000,1007588,8303
1,108,46,1,2850,1,5,1,20,51000,1007588,8303
1,102,50,6,4510,2,1,1,18,10700,1007588,11106
1,78,54,6,6440,1,1,1,16,349000,1007588,11106
1,203,22,1,4110,1,5,1,19,12000,1007588,11106
1,191,17,1,4130,2,5,1,14,1500,1007588,11106
1,191,17,1,4130,2,5,1,14,1200,1007588,11106
1,78,76,6,7630,1,1,1,16,46100,1007588,11106
NA,NA,75,NA,NA,2,1,1,14,14300,1007588,11106
NA,NA,20,1,4760,2,5,1,19,9200,1007588,11106
1,85,42,1,4920,1,1,1,21,100000,1007588,11106
1,63,42,3,2310,2,1,1,21,12000,1007588,11106
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
NA,NA,7,NA,NA,1,5,1,5,NA,1007588,11106
NA,NA,90,NA,NA,2,2,1,22,10200,1007588,11106
NA,NA,63,1,6050,1,1,1,9,22700,1007588,11106
NA,NA,63,1,9640,2,1,1,9,4800,1007588,11106
1,64,24,1,4840,1,5,1,19,10000,1007588,11106
1,76,22,1,9600,1,5,1,18,10000,1007588,11106
12,100,54,1,6260,1,1,1,17,35000,1007588,11103
NA,NA,53,NA,NA,2,1,1,15,0,1007588,11103
NA,NA,28,1,2340,1,5,1,20,0,1007588,11103
NA,NA,26,1,4720,1,5,1,20,20000,1007588,11103
NA,NA,50,NA,NA,1,1,2,16,0,1007588,11104
NA,NA,48,NA,NA,2,1,1,16,0,1007588,11104
1,121,27,3,3255,2,5,1,20,48000,1007588,11104
1,74,25,1,6260,1,5,2,16,12000,1007588,11104
NA,NA,19,NA,NA,2,5,1,14,0,1007588,11104
NA,NA,64,4,2310,2,1,1,22,41200,1007588,11103
NA,NA,65,NA,NA,1,1,1,20,71400,1007588,11103
10,110,67,6,710,2,1,1,24,150000,1007588,8303
1,87,69,2,3060,1,1,1,23,320000,1007588,8303
1,94,21,1,4720,2,5,1,20,3000,1007588,8303
NA,NA,39,6,2850,2,1,1,22,60000,1007588,8303
1,109,42,7,2100,1,1,1,22,206000,1007588,8303
NA,NA,3,NA,NA,2,5,1,2,NA,1007588,8303
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303
10,78,30,1,6200,1,5,1,18,25000,1007588,11104
1,86,23,5,220,2,5,1,19,23000,1007588,11103
1,83,29,5,220,1,3,1,17,35000,1007588,11103
NA,NA,19,1,5260,2,5,1,19,0,1007588,8303
NA,NA,36,1,6005,2,1,2,16,0,1007588,11106
1,69,31,1,6005,1,1,2,16,35000,1007588,11106
NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11106
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
1,75,30,1,6050,1,5,2,16,28000,1007588,11106
1,88,27,3,5250,2,1,1,19,50000,1007588,11104
1,94,28,2,5250,1,1,1,20,50000,1007588,11104
1,100,62,3,2025,2,3,1,19,35000,1007588,11104
NA,NA,80,NA,NA,2,1,1,21,30700,1007588,8303
NA,NA,82,NA,NA,1,1,1,24,99000,1007588,8303
NA,NA,67,2,2540,2,1,1,16,32600,1007588,8303
NA,NA,69,1,310,1,1,1,16,10700,1007588,8303
1,130,69,6,1530,1,1,1,21,52000,1007588,8303
NA,NA,71,NA,NA,2,1,1,22,0,1007588,8303
1,106,74,7,4920,1,1,1,22,485020,1007588,11106
NA,NA,73,NA,NA,2,1,1,18,21500,1007588,11106
NA,NA,19,NA,NA,1,5,1,18,4400,1007588,8303
1,145,81,3,630,1,5,1,22,39500,1007588,11103
NA,NA,67,1,6420,1,1,1,16,40700,1007588,11103
NA,NA,64,NA,NA,2,1,1,9,0,1007588,11103
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,1,NA,1007588,11103
1,53,68,1,6050,1,4,1,1,30200,1007588,11103
1,174,40,1,8800,2,4,1,16,6500,1007588,11103
NA,NA,18,NA,NA,1,5,1,14,0,1007588,11103
NA,NA,90,NA,NA,2,2,1,16,18000,1007588,11104
NA,NA,88,NA,NA,2,5,1,22,39500,1007588,11104
NA,NA,94,NA,NA,2,2,1,21,0,1007588,11104
NA,NA,82,3,800,2,1,1,22,102000,1007588,11104
NA,NA,78,NA,NA,1,1,1,24,222000,1007588,11104
NA,NA,81,NA,NA,1,1,1,16,18900,1007588,11103
NA,NA,86,NA,NA,2,1,1,7,6700,1007588,11103
9,103,37,2,420,2,3,1,21,74000,1007588,8303
9,100,45,4,110,1,3,1,19,84000,1007588,8303
NA,NA,69,1,5240,2,2,1,20,11400,1007588,11106
NA,NA,68,6,4920,1,1,1,19,337100,1007588,8303
NA,NA,64,NA,NA,2,1,1,20,1500,1007588,8303
1,81,55,1,5120,2,3,1,19,52700,1007588,8303
NA,NA,16,NA,NA,1,5,1,13,0,1007588,8303
10,74,27,1,1700,1,5,1,21,150000,1007588,8303
NA,NA,18,NA,NA,1,5,1,14,0,1007588,11103
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
1,89,52,1,5840,2,3,1,19,47800,1007588,11103
NA,NA,56,1,4510,2,4,1,17,9000,1007588,11103
1,100,20,1,2540,1,5,1,19,14000,1007588,11103
1,122,64,7,5120,2,1,1,18,195000,1007588,11106
NA,NA,70,7,220,1,1,1,21,95700,1007588,11106
1,103,64,7,430,1,1,1,22,225250,1007588,11106
1,92,64,1,800,2,1,1,19,41000,1007588,11106
1,88,63,6,4230,2,2,1,16,21200,1007588,11103
1,51,33,1,8965,1,5,1,16,40000,1007588,11103
NA,NA,51,1,6040,2,5,1,19,16100,1007588,11106
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11106
1,70,49,1,8650,1,5,1,18,8000,1007588,11106
NA,NA,18,1,8740,1,5,1,19,30000,1007588,8303
1,88,33,5,565,2,1,1,22,105000,1007588,11104
5,100,38,1,1360,1,1,1,21,70000,1007588,11104
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11104
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11104
1,95,59,2,3060,1,1,1,23,244000,1007588,8303
1,99,52,3,3210,2,1,1,22,31000,1007588,8303
1,85,53,3,2310,2,1,1,22,40000,1007588,11104
1,70,50,1,4850,1,1,1,16,40000,1007588,11104
1,131,22,1,4110,2,5,1,21,9000,1007588,11104
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11104
10,100,44,1,5700,2,2,2,18,38000,1007588,8303
NA,NA,22,1,3600,1,5,1,17,3500,1007588,8303
NA,NA,79,NA,NA,1,1,1,16,24500,1007588,11106
NA,NA,83,NA,NA,2,1,1,16,16100,1007588,11106
NA,NA,70,6,4760,2,2,1,16,51500,1007588,11106
1,103,59,1,5120,2,3,1,20,53004,1007588,8303
1,93,32,3,5700,2,1,1,16,40000,1007588,8303
1,48,25,1,4700,2,1,1,16,27500,1007588,8303
NA,NA,13,NA,NA,1,5,1,8,NA,1007588,8303
NA,NA,8,NA,NA,2,5,1,6,NA,1007588,8303
NA,NA,8,NA,NA,1,5,1,6,NA,1007588,8303
NA,NA,8,NA,NA,1,5,1,2,NA,1007588,8303
NA,NA,7,NA,NA,1,5,1,3,NA,1007588,8303
1,76,35,1,4850,1,1,1,16,62000,1007588,8303
1,151,34,1,4140,1,1,1,16,29600,1007588,8303
1,73,39,1,5120,2,1,1,20,47400,1007588,11103
1,67,35,1,9610,1,1,1,18,41200,1007588,11103
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
1,88,37,1,9030,1,5,1,19,6000,1007588,11106
NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11106
1,107,37,6,4520,2,5,1,16,9800,1007588,11106
1,98,51,3,60,2,1,1,22,90000,1007588,8303
1,97,50,3,430,1,1,1,22,90000,1007588,8303
1,81,55,6,4210,1,1,1,21,70000,1007588,8303
NA,NA,59,NA,NA,2,1,1,16,0,1007588,8303
NA,NA,14,NA,NA,2,5,1,8,NA,1007588,8303
NA,NA,38,1,5700,2,1,1,19,0,1007588,8303
1,76,33,1,6240,1,5,1,18,40000,1007588,8303
NA,NA,8,NA,NA,2,5,1,5,NA,1007588,8303
NA,NA,6,NA,NA,1,5,1,4,NA,1007588,8303
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303
1,53,31,1,4850,1,1,1,19,45000,1007588,8303
1,88,30,3,2310,2,1,1,23,56000,1007588,8303
NA,NA,5,NA,NA,2,5,1,2,NA,1007588,8303
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303
1,96,47,1,4230,2,1,1,11,16800,1007588,8303
NA,NA,18,1,4720,2,5,1,15,2300,1007588,8303
NA,NA,9,NA,NA,2,5,1,7,NA,1007588,8303
NA,NA,18,NA,NA,2,5,1,16,29000,1007588,8303
NA,NA,73,NA,NA,2,2,1,21,20000,1007588,11104
NA,NA,94,NA,NA,2,2,1,20,0,1007588,11106
NA,NA,83,NA,NA,1,1,1,22,253800,1007588,8303
1,96,25,1,4610,2,5,2,16,17000,1007588,11103
1,56,49,1,9120,1,1,1,7,50000,1007588,11103
1,198,42,1,8710,2,1,1,6,2000,1007588,11103
NA,NA,21,NA,NA,2,5,1,19,0,1007588,11103
NA,NA,17,NA,NA,2,5,1,18,0,1007588,11103
1,79,40,1,9130,1,1,2,15,38000,1007588,11106
NA,NA,43,1,4920,2,1,2,16,0,1007588,11106
NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11106
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11106
NA,NA,73,3,4220,1,3,1,19,15600,1007588,11103
1,121,34,4,2200,1,1,1,22,17000,1007588,8303
NA,NA,26,2,2200,2,1,1,22,15000,1007588,8303
NA,NA,44,NA,NA,2,1,1,19,0,1007588,11106
1,75,49,3,3740,1,1,1,20,98000,1007588,11106
1,94,17,1,4720,2,5,1,14,3000,1007588,11106
NA,NA,14,NA,NA,2,5,1,13,NA,1007588,11106
1,201,46,6,5510,1,5,1,16,9600,1007588,8303
NA,NA,56,1,6260,1,1,1,11,0,1007588,11106
NA,NA,49,1,7750,2,1,1,16,6000,1007588,11106
1,99,25,1,5860,2,5,2,19,20800,1007588,11106
1,192,18,1,4020,1,5,1,19,6000,1007588,11106
1,100,17,1,4760,2,5,1,14,3300,1007588,11106
NA,NA,15,NA,NA,2,5,1,12,0,1007588,11106
NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11106
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11106
NA,NA,22,2,1965,1,5,1,19,4000,1007588,8303
NA,NA,23,1,5620,1,5,1,19,0,1007588,8303
NA,NA,22,4,3955,1,5,1,19,4000,1007588,8303
NA,NA,22,4,3955,1,5,1,19,4000,1007588,8303
1,107,22,1,4020,1,5,1,12,3000,1007588,8303
NA,NA,22,1,4010,1,5,1,18,30000,1007588,8303
NA,NA,21,4,4030,1,5,1,21,4000,1007588,8303
1,63,42,3,3850,1,1,1,21,80000,1007588,11103
NA,NA,34,3,2000,2,1,1,20,65000,1007588,11103
NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11103
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103
NA,NA,50,1,20,1,1,1,21,0,1007588,11103
NA,NA,55,NA,NA,2,1,1,21,0,1007588,11103
1,132,60,7,2340,1,1,1,20,50000,1007588,11106
1,109,58,7,2340,2,1,1,21,50000,1007588,11106
5,94,60,1,800,1,1,1,22,504000,1007588,11106
NA,NA,59,NA,NA,2,1,1,19,0,1007588,11106
NA,NA,37,1,4610,2,1,1,16,0,1007588,11103
1,82,40,1,2600,1,1,1,16,70000,1007588,11103
NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103
NA,NA,13,NA,NA,1,5,1,11,NA,1007588,11103
NA,NA,22,1,4220,1,5,2,16,38000,1007588,8303
1,123,23,1,4720,2,5,1,11,12400,1007588,11103
NA,NA,11,NA,NA,2,5,1,7,NA,1007588,11103
NA,NA,10,NA,NA,1,5,1,4,NA,1007588,11103
1,219,38,1,4110,1,5,2,16,51000,1007588,11103
5,87,53,3,1220,1,1,1,21,93000,1007588,11104
1,90,51,3,1220,2,1,1,21,105000,1007588,11104
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
NA,NA,15,NA,NA,2,5,1,12,0,1007588,11104
1,103,62,3,4610,2,1,1,21,15000,1007588,11106
1,106,63,1,3255,1,1,1,21,11000,1007588,11106
1,103,28,1,4760,2,5,1,21,32000,1007588,11106
NA,NA,86,1,6320,1,2,1,16,2600,1007588,8303
NA,NA,72,NA,NA,1,1,1,19,25100,1007588,11103
NA,NA,71,NA,NA,2,1,1,19,23800,1007588,11103
1,103,30,4,2100,2,5,1,23,117000,1007588,8303
1,85,43,1,3060,1,3,1,23,350500,1007588,8303
NA,NA,56,NA,NA,2,1,1,8,0,1007588,11106
1,79,60,1,6050,1,1,1,9,20000,1007588,11106
NA,NA,60,6,205,1,3,1,18,150000,1007588,8303
NA,NA,86,NA,NA,2,2,1,18,30000,1007588,11106
1,89,21,5,7140,1,5,1,18,28030,1007588,11103
1,50,58,1,8740,2,5,1,9,56400,1007588,8303
NA,NA,51,NA,NA,2,3,1,20,8400,1007588,8303
11,NA,43,1,4610,2,3,1,19,2400,1007588,8303
NA,NA,25,1,9130,1,5,2,9,28000,1007588,8303
NA,NA,79,NA,NA,2,2,1,9,0,1007588,8303
1,77,26,1,4610,2,5,2,19,12000,1007588,8303
2,102,24,1,4760,1,5,1,16,25000,1007588,8303
10,124,19,1,4720,2,5,1,16,15000,1007588,8303
NA,NA,15,NA,NA,2,5,1,10,0,1007588,8303
1,115,38,6,2100,1,1,1,23,68100,1007588,8303
1,93,39,1,2100,2,1,1,23,113000,1007588,8303
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
NA,NA,5,NA,NA,1,5,1,2,NA,1007588,8303
NA,NA,88,NA,NA,2,2,1,15,26600,1007588,11103
NA,NA,47,1,500,1,5,1,20,0,1007588,11103
1,90,51,1,4850,1,3,1,16,80000,1007588,11104
1,90,49,1,4700,2,5,1,22,42000,1007588,11104
NA,NA,22,1,9620,1,5,1,19,1000,1007588,11106
1,91,39,6,2100,1,5,1,24,40000,1007588,11106
1,88,45,1,2105,1,5,1,24,42000,1007588,11106
1,84,44,1,3649,2,3,1,21,24000,1007588,11106
NA,NA,58,1,9620,1,5,1,21,40000,1007588,11103
1,99,59,1,420,2,3,1,19,39000,1007588,11103
1,81,47,1,5300,2,3,1,18,12000,1007588,11103
NA,NA,21,NA,NA,2,1,1,15,0,1007588,11103
1,96,30,1,50,2,5,1,21,35000,1007588,8303
1,92,32,1,3320,2,1,1,23,50000,1007588,11106
1,198,39,1,9130,1,1,1,19,20000,1007588,11106
NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11106
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11106
NA,NA,65,NA,NA,1,5,1,19,18600,1007588,11103
1,95,55,1,300,1,1,1,24,520200,1007588,8303
NA,NA,54,NA,NA,2,1,1,24,0,1007588,8303
NA,NA,18,3,1005,1,5,1,18,7500,1007588,8303
NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303
NA,NA,59,NA,NA,1,5,1,19,24120,1007588,11103
1,82,68,6,4700,1,1,1,1,30000,1007588,11103
NA,NA,63,1,8740,2,1,1,19,21000,1007588,11103
1,114,47,3,3850,2,5,1,20,85000,1007588,11106
NA,NA,39,1,8740,2,5,1,18,18300,1007588,11103
NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11103
NA,NA,86,NA,NA,2,2,1,1,15100,1007588,11103
1,58,29,1,9620,1,5,1,19,6000,1007588,11103
NA,NA,83,6,2710,1,1,1,24,22000,1007588,11103
NA,NA,72,NA,NA,2,1,1,22,19200,1007588,11103
NA,NA,19,6,4600,2,5,1,18,2000,1007588,8303
NA,NA,87,NA,NA,2,2,1,22,71700,1007588,11106
1,90,54,1,3655,2,1,1,20,7500,1007588,11104
1,67,66,1,5940,1,1,1,18,122000,1007588,11104
1,67,20,1,2630,1,5,1,18,25000,1007588,11104
1,77,43,1,3255,2,1,1,20,60000,1007588,11106
1,80,44,1,6355,1,1,1,19,117600,1007588,11106
NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11106
NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11106
NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11106
11,NA,38,7,1030,1,5,1,16,20000,1007588,11104
11,NA,23,1,740,1,5,1,21,39030,1007588,11104
1,108,59,6,120,2,1,1,16,108000,1007588,11104
1,84,58,7,430,1,1,1,16,214000,1007588,11104
1,73,57,5,1530,1,1,1,21,116000,1007588,11103
1,73,50,1,2830,2,1,1,17,72000,1007588,11103
NA,NA,79,NA,NA,2,5,1,16,18000,1007588,8303
1,60,46,1,4700,2,5,1,16,35000,1007588,8303
NA,NA,57,5,5240,1,5,1,18,57600,1007588,11104
NA,NA,71,7,10,1,1,1,20,50600,1007588,11106
1,99,55,1,4700,2,1,1,19,35000,1007588,11106
1,106,25,1,800,2,5,1,21,50000,1007588,11106
1,101,24,1,8740,2,5,1,20,6600,1007588,11106
NA,NA,94,NA,NA,2,2,1,16,13200,1007588,11106
