"","JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
"24242",1,128,37,1,4020,1,5,1,16,35000,1007588,11104
"24362",1,107,62,6,4510,1,1,2,16,4180,1007588,8303
"24363",1,102,60,1,3645,2,1,2,18,13000,1007588,8303
"24402",NA,NA,45,NA,NA,1,4,1,20,0,1007588,11104
"24433",1,97,30,2,350,2,1,1,21,40000,1007588,11103
"24434",1,70,32,2,7340,1,1,1,17,60000,1007588,11103
"24435",NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11103
"24436",NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11103
"24437",NA,NA,38,1,10,2,3,2,19,15000,1007588,11103
"24438",1,96,20,2,9130,1,5,2,16,15000,1007588,11103
"24622",NA,NA,82,NA,NA,2,2,1,23,120000,1007588,8303
"24735",NA,NA,43,1,4030,2,1,2,17,0,1007588,11103
"24736",1,88,45,6,6260,1,1,2,9,34000,1007588,11103
"24737",NA,NA,19,NA,NA,2,5,2,16,0,1007588,11103
"24738",NA,NA,16,NA,NA,2,5,2,14,0,1007588,11103
"24739",NA,NA,31,1,1550,2,5,2,16,0,1007588,11103
"24740",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11103
"24741",NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11103
"24981",NA,NA,68,3,430,2,3,1,21,15100,1007588,11104
"25042",11,NA,38,1,4810,2,1,1,16,16000,1007588,11103
"25043",1,93,37,1,6330,1,1,1,16,45800,1007588,11103
"25044",NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103
"25045",NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
"25046",NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11103
"25055",1,102,58,1,2630,2,3,1,20,40000,1007588,8303
"25130",1,103,54,1,4700,1,1,1,21,80000,1007588,11106
"25131",1,82,51,1,136,2,1,1,21,250000,1007588,11106
"25132",NA,NA,24,NA,NA,2,5,1,16,1200,1007588,11106
"25344",1,66,64,3,2320,1,1,1,21,60000,1007588,11106
"25345",1,91,63,2,430,2,1,1,21,30000,1007588,11106
"25451",NA,NA,84,NA,NA,2,2,1,16,1300,1007588,11106
"25452",NA,NA,80,NA,NA,2,1,1,20,34800,1007588,11106
"25484",10,109,26,4,2200,2,5,1,22,30000,1007588,8303
"25697",9,144,20,1,4720,2,5,1,19,21200,1007588,8303
"25722",1,55,42,1,6200,1,1,1,9,45100,1007588,8303
"25723",1,100,35,1,4220,2,1,1,16,26000,1007588,8303
"25724",NA,NA,11,NA,NA,2,5,1,9,NA,1007588,8303
"25820",1,255,34,1,3255,2,1,1,20,93000,1007588,11103
"25821",NA,NA,39,5,9810,1,1,1,21,36000,1007588,11103
"25822",NA,NA,5,NA,NA,2,5,1,2,NA,1007588,11103
"25823",NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11103
"25917",1,88,50,6,710,1,1,1,22,60000,1007588,8303
"25918",1,100,50,1,3320,2,1,1,21,45000,1007588,8303
"25919",NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303
"25920",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
"25921",1,88,46,1,5240,1,1,1,23,13000,1007588,8303
"25924",2,75,22,1,6050,1,5,2,5,20800,1007588,11104
"25964",NA,NA,64,NA,NA,2,1,1,9,9500,1007588,11103
"25965",NA,NA,68,NA,NA,1,1,1,9,20000,1007588,11103
"25966",1,272,33,1,5400,2,5,2,20,30000,1007588,11103
"25967",NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103
"25985",NA,NA,19,NA,NA,2,5,1,19,0,1007588,8303
"25986",1,91,22,1,4150,2,5,1,21,5000,1007588,8303
"25987",1,90,22,1,4060,2,5,1,20,16000,1007588,8303
"25988",1,141,20,1,4110,2,5,1,20,4000,1007588,8303
"25989",NA,NA,20,2,5620,2,5,1,19,120,1007588,8303
"25990",1,206,19,1,4150,2,5,1,19,12300,1007588,8303
"26099",1,53,67,1,5000,1,1,1,22,53000,1007588,8303
"26100",NA,NA,61,NA,NA,2,1,1,16,0,1007588,8303
"26101",1,105,22,1,5240,2,5,1,16,10600,1007588,8303
"26239",NA,NA,57,NA,NA,2,1,1,22,0,1007588,11104
"26240",10,72,59,1,1350,1,1,1,21,200000,1007588,11104
"26241",1,154,23,1,4760,1,5,1,16,14000,1007588,11104
"26443",1,120,26,4,2200,2,5,1,22,18150,1007588,8303
"26444",2,134,28,4,2200,2,5,1,22,23800,1007588,8303
"26445",1,127,26,4,2200,2,5,1,21,25500,1007588,8303
"26608",1,100,54,1,7700,1,1,1,18,57000,1007588,11106
"26609",NA,NA,53,1,2300,2,1,1,18,18000,1007588,11106
"27186",NA,NA,76,NA,NA,1,3,1,19,25000,1007588,11103
"27447",NA,NA,65,NA,NA,2,1,1,14,9000,1007588,11103
"27448",NA,NA,69,1,205,1,1,1,11,25200,1007588,11103
"27449",1,96,46,1,3645,2,3,1,19,25000,1007588,11103
"27467",1,102,56,2,2050,2,1,1,18,54000,1007588,11104
"27468",1,110,55,7,8220,1,1,1,19,99000,1007588,11104
"27475",1,94,49,3,2010,2,1,1,21,60000,1007588,11106
"27476",NA,NA,53,NA,NA,1,1,1,17,0,1007588,11106
"27477",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
"27478",NA,NA,94,NA,NA,2,5,1,11,0,1007588,11106
"27695",NA,NA,29,NA,NA,1,5,1,11,11100,1007588,8303
"27744",1,94,32,1,4760,2,3,1,18,75000,1007588,8303
"27745",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,8303
"27746",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
"27809",NA,NA,65,NA,NA,1,3,1,22,34500,1007588,11104
"27810",NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11104
"27909",NA,NA,36,1,4000,1,1,1,20,26000,1007588,11104
"28350",1,89,66,5,1020,1,1,1,22,96900,1007588,11106
"28351",11,NA,55,1,3255,2,1,1,21,96000,1007588,11106
"28352",1,92,23,1,2630,2,5,1,21,28100,1007588,11106
"28353",NA,NA,94,NA,NA,2,2,1,16,18020,1007588,11106
"28384",NA,NA,51,1,8740,2,1,2,16,75000,1007588,11106
"28385",NA,NA,52,NA,NA,1,1,1,17,22800,1007588,11106
"28386",1,188,26,1,4020,1,5,1,17,11700,1007588,11106
"28387",1,188,21,1,4020,1,5,1,17,9600,1007588,11106
"28402",NA,NA,64,1,4710,2,1,1,21,24000,1007588,11103
"28403",NA,NA,70,NA,NA,1,1,1,21,80000,1007588,11103
"28572",NA,NA,74,NA,NA,1,1,1,22,97000,1007588,8303
"28573",NA,NA,75,NA,NA,2,1,1,21,90700,1007588,8303
"28674",NA,NA,66,NA,NA,2,2,1,20,14000,1007588,11103
"28675",NA,NA,27,1,410,1,5,1,17,15600,1007588,11103
"28708",NA,NA,71,NA,NA,2,2,1,15,12500,1007588,11103
"28709",NA,NA,54,1,350,2,4,1,15,60100,1007588,11103
"28746",1,102,60,1,5120,2,5,1,20,78000,1007588,8303
"29023",NA,NA,58,NA,NA,2,3,2,9,9600,1007588,11103
"29024",1,92,57,1,7750,1,5,2,9,40000,1007588,11103
"29132",NA,NA,57,5,2830,2,5,1,16,50000,1007588,11103
"29232",1,85,52,1,7700,1,1,1,20,45000,1007588,8303
"29233",NA,NA,45,NA,NA,2,1,1,13,0,1007588,8303
"29234",NA,NA,10,NA,NA,2,5,1,6,NA,1007588,8303
"29235",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,8303
"29236",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303
"29275",1,59,44,4,2320,1,1,1,22,120000,1007588,11104
"29276",1,92,42,3,430,2,1,1,23,92000,1007588,11104
"29277",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11104
"29278",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11104
"29316",NA,NA,72,NA,NA,2,1,1,18,53400,1007588,11103
"29317",NA,NA,71,NA,NA,1,1,1,19,7200,1007588,11103
"29495",NA,NA,87,NA,NA,2,2,1,22,188700,1007588,8303
"29496",NA,NA,79,NA,NA,1,1,1,14,1600,1007588,8303
"29497",NA,NA,76,NA,NA,2,1,1,16,680,1007588,8303
"29548",NA,NA,76,NA,NA,1,3,1,16,12210,1007588,11106
"29858",NA,NA,86,NA,NA,1,1,1,20,78670,1007588,11106
"29859",NA,NA,78,NA,NA,2,1,1,21,15400,1007588,11106
"29860",1,90,46,1,4720,1,5,1,21,42000,1007588,11106
"30147",NA,NA,71,NA,NA,2,1,1,22,26300,1007588,8303
"30148",NA,NA,73,7,1720,1,1,1,22,29700,1007588,8303
"30306",1,36,58,1,800,1,5,1,21,77000,1007588,11103
"30307",1,36,47,3,2540,1,5,1,21,25000,1007588,11103
"30544",1,89,53,1,120,2,1,1,21,115000,1007588,11106
"30545",1,70,58,3,6200,1,1,1,20,95000,1007588,11106
"30964",1,97,27,1,1320,1,5,1,21,65000,1007588,11104
"30987",1,81,35,1,5620,1,1,1,19,45000,1007588,11103
"30988",1,142,37,1,3500,2,1,1,20,54000,1007588,11103
"30989",NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103
"30990",NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
"30991",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
"31684",1,71,55,2,3300,2,1,1,22,111000,1007588,11106
"31685",1,87,55,3,1006,1,1,1,21,130000,1007588,11106
"31686",1,195,18,1,4130,1,5,1,18,12200,1007588,11106
"31833",NA,NA,43,1,6200,1,5,2,16,0,1007588,8303
"31894",1,82,32,1,5100,1,1,1,19,60000,1007588,11104
"31895",1,88,33,3,630,2,1,1,20,50000,1007588,11104
"31896",NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11104
"31897",NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11104
"31978",11,NA,48,2,3255,1,1,1,22,140000,1007588,11103
"31979",1,109,49,7,3010,2,1,1,23,30000,1007588,11103
"31980",NA,NA,20,1,5400,2,5,1,19,4000,1007588,11103
"31981",NA,NA,19,NA,NA,1,5,1,16,7200,1007588,11103
"31982",NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103
"31983",NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11103
"32224",11,NA,46,1,800,2,1,1,20,15300,1007588,11104
"32225",1,80,49,7,6355,1,1,1,19,140000,1007588,11104
"32226",NA,NA,15,NA,NA,2,5,1,13,0,1007588,11104
"32227",NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11104
"32228",NA,NA,9,NA,NA,2,5,1,7,NA,1007588,11104
"32379",10,106,67,2,2050,2,5,1,16,35000,1007588,8303
"32407",NA,NA,18,1,4760,2,5,1,16,0,1007588,8303
"32546",10,96,29,3,3800,1,1,1,20,80000,1007588,8303
"32547",NA,NA,22,5,9830,2,1,1,19,0,1007588,8303
"32548",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303
"32565",NA,NA,59,1,1105,1,1,1,21,19200,1007588,11104
"32566",1,99,64,3,3255,2,1,1,21,160900,1007588,11104
"32698",1,83,56,4,2430,2,3,1,22,74000,1007588,11106
"32901",1,105,73,1,5700,2,3,1,18,26900,1007588,8303
"32902",1,194,75,1,3930,1,3,1,18,31300,1007588,8303
"32947",1,89,76,1,3060,2,1,1,23,200004,1007588,8303
"32948",1,106,78,7,3060,1,1,1,23,25100,1007588,8303
"32949",1,89,42,1,2200,2,1,1,23,18000,1007588,8303
"32950",1,106,38,1,6260,1,5,2,19,17000,1007588,8303
"32986",NA,NA,89,NA,NA,2,2,1,21,57300,1007588,8303
"32998",NA,NA,57,1,3310,2,1,1,20,34000,1007588,8303
"32999",1,89,60,1,1720,1,1,1,21,97090,1007588,8303
"33057",1,178,52,1,7330,1,1,1,18,51000,1007588,11103
"33058",NA,NA,52,1,8965,2,1,1,15,25000,1007588,11103
"33059",1,107,24,1,4000,1,5,1,20,40000,1007588,11103
"33060",1,120,22,1,9620,1,5,1,16,7500,1007588,11103
"33061",NA,NA,70,NA,NA,1,2,1,16,2500,1007588,11103
"33062",NA,NA,52,NA,NA,2,2,1,16,9600,1007588,11103
"33180",NA,NA,18,1,5860,1,5,1,18,1000,1007588,8303
"33276",1,62,64,1,7140,1,1,1,20,60000,1007588,11106
"33277",1,74,61,3,3255,2,1,1,20,60000,1007588,11106
"33278",NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11106
"33449",NA,NA,21,1,1006,1,5,1,16,7000,1007588,8303
"33450",1,144,21,1,4650,1,5,1,19,15000,1007588,8303
"33701",2,76,53,1,6050,1,1,1,1,22800,1007588,11103
"33963",NA,NA,55,1,3500,2,2,1,20,7000,1007588,8303
"33964",NA,NA,26,9,9920,2,5,2,19,0,1007588,8303
"33965",NA,NA,14,NA,NA,1,5,1,11,NA,1007588,8303
"34058",1,125,69,1,10,2,1,1,21,137800,1007588,8303
"34059",1,95,72,6,710,1,1,1,22,100000,1007588,8303
"34060",1,103,47,2,230,2,3,1,21,65000,1007588,8303
"34129",NA,NA,63,NA,NA,2,1,1,22,70000,1007588,8303
"34130",11,NA,63,1,2100,1,1,1,23,80000,1007588,8303
"34143",1,93,45,1,5620,2,1,1,9,17000,1007588,11103
"34144",1,63,51,1,7340,1,1,1,9,50000,1007588,11103
"34145",1,165,25,1,5240,1,5,1,19,29500,1007588,11103
"34146",1,57,23,1,8650,2,5,1,21,15600,1007588,11103
"34147",1,87,31,1,8710,1,5,1,21,62000,1007588,8303
"34148",NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303
"34149",NA,NA,23,1,4030,1,5,1,21,10000,1007588,8303
"34150",NA,NA,28,1,2300,2,5,1,21,20000,1007588,8303
"34186",1,108,58,6,4920,1,3,1,16,408000,1007588,8303
"34187",11,NA,44,6,4920,2,4,1,21,80000,1007588,8303
"34736",1,52,41,1,4720,1,1,1,1,40000,1007588,8303
"34737",1,95,42,1,4230,2,1,1,1,22000,1007588,8303
"34738",NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303
"34739",NA,NA,13,NA,NA,1,5,1,10,NA,1007588,8303
"34740",NA,NA,20,NA,NA,1,5,1,15,0,1007588,8303
"34741",NA,NA,17,NA,NA,1,5,2,14,0,1007588,8303
"34757",1,94,37,1,4760,1,1,1,21,75000,1007588,11104
"34758",1,96,37,1,350,2,1,1,21,75000,1007588,11104
"34759",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11104
"34760",NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11104
"34761",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11104
"34895",1,86,56,5,1410,1,1,1,21,132000,1007588,11106
"34896",1,92,55,1,3310,2,1,1,21,60000,1007588,11106
"34913",1,79,46,1,1530,1,1,1,19,90000,1007588,11106
"34914",1,108,43,1,3255,2,1,1,21,80000,1007588,11106
"34915",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106
"34916",NA,NA,16,NA,NA,2,5,1,13,0,1007588,11106
"34917",NA,NA,68,NA,NA,2,2,1,20,1800,1007588,11106
"35173",12,272,21,4,5400,1,5,1,19,3101,1007588,8303
"35234",NA,NA,55,NA,NA,1,1,1,11,16400,1007588,11106
"35235",1,100,56,6,4230,2,1,1,12,10800,1007588,11106
"35332",10,81,25,1,5620,1,1,1,16,7000,1007588,8303
"35333",NA,NA,23,NA,NA,2,1,1,7,0,1007588,8303
"35417",NA,NA,86,NA,NA,2,2,1,16,14300,1007588,11104
"35875",1,93,27,3,3500,2,1,1,20,23000,1007588,8303
"35876",7,109,30,1,4760,1,1,1,18,28000,1007588,8303
"36170",1,93,34,1,20,2,1,1,22,80000,1007588,8303
"36171",1,93,35,3,1840,1,1,1,22,80000,1007588,8303
"36172",NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303
"36173",NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,8303
"36329",1,64,57,1,8220,1,1,1,18,65000,1007588,11104
"36330",NA,NA,60,3,5000,2,1,1,19,930,1007588,11104
"36331",11,NA,41,1,5840,2,1,1,19,45000,1007588,11104
"36332",NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11104
"36333",NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11104
"36982",1,133,57,6,4510,2,1,1,19,94060,1007588,8303
"36983",1,80,55,1,6440,1,1,1,18,94060,1007588,8303
"37039",1,87,40,1,120,1,1,1,23,180000,1007588,11106
"37040",1,84,36,3,2300,2,1,1,22,50000,1007588,11106
"37041",NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11106
"37042",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106
"37072",NA,NA,68,1,5700,2,3,1,21,31100,1007588,8303
"37097",1,268,29,1,5300,1,5,1,19,29000,1007588,11103
"37098",1,92,27,1,5700,2,5,1,20,28000,1007588,11103
"37099",1,78,25,1,1410,1,5,1,21,74000,1007588,8303
"37100",1,124,26,1,4110,1,5,1,21,10000,1007588,8303
"38443",1,232,47,1,4220,1,1,1,20,32000,1007588,11106
"38444",NA,NA,45,1,5240,2,1,1,19,1100,1007588,11106
"38620",NA,NA,65,NA,NA,2,1,1,19,59800,1007588,11106
"38621",NA,NA,85,NA,NA,1,1,1,18,12500,1007588,11106
"38680",1,94,31,3,5250,2,5,1,21,50000,1007588,11103
"38681",1,82,29,1,3600,2,5,1,16,42000,1007588,11103
"38682",1,88,26,1,5400,2,5,1,16,17000,1007588,11103
"38683",1,64,63,1,4020,1,3,1,16,54000,1007588,11103
"38997",NA,NA,89,NA,NA,2,2,1,22,62100,1007588,11106
"38998",1,99,51,1,4610,2,3,1,18,32400,1007588,11106
"39144",NA,NA,46,1,4610,2,5,1,19,17000,1007588,11103
"39888",1,116,53,6,4510,2,5,1,16,12000,1007588,8303
"40414",11,NA,71,6,2100,1,1,1,24,33200,1007588,11103
"40415",1,96,60,1,3258,2,1,1,23,148000,1007588,11103
"40479",1,82,53,1,8760,1,1,1,19,85000,1007588,11106
"40480",1,91,55,5,430,2,1,1,20,55000,1007588,11106
"40481",NA,NA,15,NA,NA,2,5,1,13,0,1007588,11106
"40566",NA,NA,31,1,4010,1,1,1,19,20000,1007588,8303
"40567",NA,NA,33,1,20,2,1,1,19,70000,1007588,8303
"40568",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303
"40569",NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303
"40663",1,96,46,3,2310,1,1,1,22,70000,1007588,8303
"40664",1,94,44,1,840,2,1,1,21,250000,1007588,8303
"40665",NA,NA,16,NA,NA,1,5,1,13,0,1007588,8303
"40666",NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303
"40669",1,90,41,2,3255,2,1,1,19,59000,1007588,8303
"40670",1,95,42,6,8140,1,1,1,19,15000,1007588,8303
"40671",NA,NA,19,NA,NA,2,5,1,16,0,1007588,8303
"40672",NA,NA,15,NA,NA,2,5,1,13,0,1007588,8303
"40682",1,107,59,6,800,2,2,1,21,50000,1007588,11104
"40683",NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104
"40684",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11104
"40685",1,97,36,1,410,2,1,1,19,50000,1007588,11104
"40731",NA,NA,76,6,4920,2,3,1,21,38800,1007588,8303
"40823",NA,NA,18,6,4350,1,5,1,18,501,1007588,8303
"40998",1,101,66,3,2540,2,3,1,16,46000,1007588,11104
"40999",1,97,44,1,6260,1,5,1,19,6000,1007588,11104
"41286",2,77,50,1,6050,1,3,2,9,4500,1007588,11103
"41663",1,109,45,1,4850,1,1,2,16,60000,1007588,11106
"41664",NA,NA,44,NA,NA,2,1,2,13,0,1007588,11106
"41665",1,116,19,1,3930,1,5,2,19,12000,1007588,11106
"41666",NA,NA,13,NA,NA,2,5,2,10,NA,1007588,11106
"41734",NA,NA,79,NA,NA,1,1,1,19,13800,1007588,11106
"41735",1,81,63,1,2145,2,1,1,18,139000,1007588,11106
"41804",2,77,50,1,6050,1,3,2,9,4500,1007588,11106
"41941",NA,NA,36,4,2200,1,1,1,22,12500,1007588,8303
"41942",NA,NA,35,1,4700,2,1,1,22,0,1007588,8303
"41943",NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,8303
"42006",1,73,34,1,7340,1,1,1,1,50000,1007588,11106
"42007",1,88,33,1,8310,2,1,1,1,12000,1007588,11106
"42008",NA,NA,14,NA,NA,2,5,1,12,NA,1007588,11106
"42009",NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11106
"42010",NA,NA,3,NA,NA,1,5,1,2,NA,1007588,11106
"42011",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11106
"42096",NA,NA,94,NA,NA,2,2,1,20,6900,1007588,8303
"42114",NA,NA,71,NA,NA,2,3,1,19,105700,1007588,8303
"42115",NA,NA,76,NA,NA,1,3,1,19,42000,1007588,8303
"42475",10,109,26,4,2200,2,5,1,22,30000,1007588,8303
"42696",1,108,38,1,4120,1,1,1,19,17900,1007588,11104
"42697",1,94,38,6,4510,2,1,1,19,33000,1007588,11104
"42698",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11104
"42699",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11104
"42700",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11104
"42984",NA,NA,32,NA,NA,1,5,1,13,11100,1007588,8303
"43039",NA,NA,19,1,4650,2,5,1,16,7000,1007588,8303
"43202",1,114,35,1,9000,1,4,1,20,135000,1007588,11104
"43203",NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11104
"43250",1,106,43,1,2630,2,5,1,21,36000,1007588,8303
"43762",NA,NA,85,NA,NA,1,2,1,24,146200,1007588,11104
"44162",1,199,46,6,4600,2,5,1,15,37000,1007588,11104
"44163",NA,NA,16,NA,NA,1,5,1,14,0,1007588,11104
"44164",1,198,18,1,4150,2,5,1,15,3400,1007588,11104
"44198",NA,NA,94,NA,NA,2,2,1,16,7100,1007588,11104
"44345",1,90,48,2,5700,2,1,1,16,38000,1007588,8303
"44346",1,104,60,2,2016,1,1,1,21,38000,1007588,8303
"44347",NA,NA,17,NA,NA,1,5,1,15,0,1007588,8303
"44348",NA,NA,16,NA,NA,2,5,1,12,0,1007588,8303
"44490",NA,NA,35,NA,NA,1,5,1,18,18100,1007588,11103
"44650",NA,NA,19,1,4720,1,5,1,19,3000,1007588,8303
"44673",1,145,67,7,630,2,1,1,19,53900,1007588,11106
"44674",1,146,70,7,10,1,1,1,19,307800,1007588,11106
"44758",NA,NA,23,1,4110,2,1,1,21,1200,1007588,11103
"44759",1,77,23,5,7630,1,1,1,16,40000,1007588,11103
"44774",1,98,40,2,700,2,5,1,21,57000,1007588,8303
"44775",1,100,41,1,1020,2,5,1,19,65000,1007588,8303
"44977",1,89,61,1,7750,1,1,1,21,37300,1007588,11104
"44978",1,91,58,3,2540,2,1,1,19,20000,1007588,11104
"44979",1,77,25,1,7315,1,5,2,16,15000,1007588,11104
"44998",NA,NA,87,NA,NA,1,1,1,11,25000,1007588,11104
"45120",NA,NA,60,NA,NA,1,1,1,21,0,1007588,11104
"45121",1,81,64,4,4010,2,1,1,19,29000,1007588,11104
"45322",9,89,20,1,4230,1,5,1,16,9000,1007588,8303
"45323",NA,NA,19,6,5260,1,5,1,16,4500,1007588,8303
"45324",NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
"45325",NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
"45326",NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
"45327",NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
"45328",NA,NA,19,NA,NA,1,5,1,16,0,1007588,8303
"45388",1,93,64,3,2100,1,1,1,23,150000,1007588,11103
"45389",NA,NA,66,1,2145,2,1,1,18,83800,1007588,11103
"45588",NA,NA,62,NA,NA,2,1,1,22,8400,1007588,11106
"45589",1,92,62,3,3730,1,1,1,23,241000,1007588,11106
"45590",11,NA,27,3,230,2,5,1,21,96000,1007588,11106
"45619",NA,NA,75,NA,NA,1,1,1,22,130000,1007588,11103
"45620",NA,NA,78,NA,NA,2,1,1,21,16000,1007588,11103
"45623",NA,NA,94,NA,NA,2,2,1,16,65400,1007588,8303
"45624",1,90,61,1,5860,2,3,1,18,41000,1007588,8303
"45669",1,77,22,5,9820,2,5,1,16,24000,1007588,11103
"45795",NA,NA,76,NA,NA,1,3,1,14,10800,1007588,8303
"46001",1,86,70,1,410,1,1,1,24,119000,1007588,11103
"46002",NA,NA,72,NA,NA,2,1,1,16,3000,1007588,11103
"46003",NA,NA,23,NA,NA,2,5,1,16,0,1007588,11103
"46079",1,79,62,1,1050,1,1,1,21,30000,1007588,8303
"46080",1,80,57,4,2000,1,1,1,22,65000,1007588,8303
"46197",NA,NA,71,NA,NA,2,1,1,16,68000,1007588,11103
"46198",NA,NA,73,NA,NA,1,1,1,17,20550,1007588,11103
"46199",1,158,32,1,5260,2,5,1,19,15600,1007588,11103
"46511",1,91,28,1,6515,1,5,1,16,55000,1007588,11103
"46512",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
"46513",1,136,29,1,2000,2,5,1,22,50000,1007588,11103
"46982",10,79,33,1,5000,2,5,1,18,35000,1007588,11106
"46983",NA,NA,13,NA,NA,1,5,1,11,NA,1007588,11106
"46984",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
"46985",NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11106
"46986",1,82,34,1,4250,1,5,1,15,45000,1007588,11106
"47121",NA,NA,75,1,340,2,3,1,22,10000,1007588,8303
"47124",1,96,59,1,430,2,3,1,20,153900,1007588,11106
"47125",NA,NA,25,3,4350,2,5,1,19,0,1007588,11106
"47215",1,92,60,1,1550,2,1,1,16,50000,1007588,11103
"47216",NA,NA,60,6,430,1,1,1,16,23800,1007588,11103
"47217",1,82,40,1,6230,1,5,2,16,35000,1007588,11103
"47218",NA,NA,35,NA,NA,1,5,2,16,9600,1007588,11103
"47277",1,88,34,2,3150,2,1,1,22,40000,1007588,11104
"47278",1,88,36,4,1740,1,1,1,22,60000,1007588,11104
"47279",NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11104
"47280",NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11104
"47300",NA,NA,71,NA,NA,2,3,1,22,52900,1007588,11104
"47301",1,81,45,1,7750,1,5,1,19,18800,1007588,11104
"47302",1,95,73,3,9120,1,4,1,19,42500,1007588,11104
"47541",NA,NA,73,1,2145,2,3,1,22,25300,1007588,8303
"47542",1,90,58,6,4250,1,3,1,10,30800,1007588,8303
"47648",NA,NA,45,3,2310,2,1,1,23,64000,1007588,11104
"47649",1,73,50,7,4210,1,1,1,18,66000,1007588,11104
"47650",NA,NA,20,1,4130,1,5,1,19,400,1007588,11104
"47651",NA,NA,16,NA,NA,1,5,1,13,0,1007588,11104
"48134",NA,NA,68,1,5120,2,3,1,16,44800,1007588,11106
"48179",1,33,26,1,110,1,1,1,19,25500,1007588,11106
"48180",NA,NA,37,1,5000,2,1,1,19,60000,1007588,11106
"48182",NA,NA,72,NA,NA,2,2,1,18,13200,1007588,11103
"48418",NA,NA,29,5,5550,1,1,1,19,3000,1007588,11103
"48419",1,83,29,5,8965,2,1,1,18,45000,1007588,11103
"48420",NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103
"48421",NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
"48520",NA,NA,19,NA,NA,2,5,1,19,7200,1007588,8303
"48767",11,NA,71,7,2850,1,1,1,22,234000,1007588,8303
"48768",11,NA,53,6,2630,2,1,1,21,100000,1007588,8303
"48993",1,94,42,6,6220,1,5,2,19,25000,1007588,8303
"48994",10,143,18,1,4720,1,5,2,14,1300,1007588,8303
